"inv_date","total","cus_name","currency"
"2012-01-01 00:00:00+00",10000,"Bebig","USD"
"2012-01-01 00:00:00+00",27500,"Best","USD"
"2012-01-01 00:00:00+00",21406,"BZ","USD"
"2012-01-01 00:00:00+00",24000,"IsoAid","USD"
"2012-01-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2012-01-01 00:00:00+00",5332,"IsoSolutions","USD"
"2012-01-01 00:00:00+00",1150,"Iso-Tex Diagnostics","USD"
"2012-01-01 00:00:00+00",1800,"Laboratorios Bacon S.A.","USD"
"2012-01-01 00:00:00+00",131084,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-01-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2012-01-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-01-01 00:00:00+00",17500,"Theragenics","USD"
"2012-01-01 00:00:00+00",550,"ViTrax","USD"
"2012-02-01 00:00:00+00",10000,"Bebig","USD"
"2012-02-01 00:00:00+00",20000,"Best","USD"
"2012-02-01 00:00:00+00",17976,"BZ","USD"
"2012-02-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2012-02-01 00:00:00+00",30000,"IsoAid","USD"
"2012-02-01 00:00:00+00",5332,"IsoSolutions","USD"
"2012-02-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2012-02-01 00:00:00+00",125280,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-02-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2012-02-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-02-01 00:00:00+00",15000,"Theragenics","USD"
"2012-02-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-03-01 00:00:00+00",10000,"Bebig","USD"
"2012-03-01 00:00:00+00",20000,"Best","USD"
"2012-03-01 00:00:00+00",26964,"BZ","USD"
"2012-03-01 00:00:00+00",18000,"IsoAid","USD"
"2012-03-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2012-03-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-03-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-03-01 00:00:00+00",550,"IVD Technologies","USD"
"2012-03-01 00:00:00+00",1800,"Laboratorios Bacon S.A.","USD"
"2012-03-01 00:00:00+00",156600,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-03-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2012-03-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2012-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-03-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-03-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2012-03-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-03-01 00:00:00+00",5000,"Theragenics","USD"
"2012-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-03-01 00:00:00+00",550,"ViTrax","USD"
"2012-04-01 00:00:00+00",10000,"Bebig","USD"
"2012-04-01 00:00:00+00",25000,"Best","USD"
"2012-04-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2012-04-01 00:00:00+00",30000,"IsoAid","USD"
"2012-04-01 00:00:00+00",3600,"Iso-Ray - Anazao Health","USD"
"2012-04-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-04-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-04-01 00:00:00+00",550,"IVD Technologies","USD"
"2012-04-01 00:00:00+00",550,"Kinex","USD"
"2012-04-01 00:00:00+00",1800,"Laboratorios Bacon S.A.","USD"
"2012-04-01 00:00:00+00",111360,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-04-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2012-04-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2012-04-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-04-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-04-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-04-01 00:00:00+00",12500,"Theragenics","USD"
"2012-04-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-05-01 00:00:00+00",1200,"Anazao Health","USD"
"2012-05-01 00:00:00+00",20000,"Best","USD"
"2012-05-01 00:00:00+00",22470,"BZ","USD"
"2012-05-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2012-05-01 00:00:00+00",30000,"IsoAid","USD"
"2012-05-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2012-05-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2012-05-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-05-01 00:00:00+00",1200,"Iso-Tex Diagnostics","USD"
"2012-05-01 00:00:00+00",1800,"Laboratorios Bacon S.A.","USD"
"2012-05-01 00:00:00+00",93960,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-05-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-05-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-05-01 00:00:00+00",12500,"Theragenics","USD"
"2012-05-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-05-01 00:00:00+00",550,"ViTrax","USD"
"2012-06-01 00:00:00+00",12500,"Bebig","USD"
"2012-06-01 00:00:00+00",25000,"Best","USD"
"2012-06-01 00:00:00+00",14980,"BZ","USD"
"2012-06-01 00:00:00+00",24000,"IsoAid","USD"
"2012-06-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2012-06-01 00:00:00+00",5332,"IsoSolutions","USD"
"2012-06-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-06-01 00:00:00+00",1800,"Laboratorios Bacon S.A.","USD"
"2012-06-01 00:00:00+00",93960,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-06-01 00:00:00+00",780,"MP Biomedicals","USD"
"2012-06-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-06-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-06-01 00:00:00+00",32500,"Theragenics","USD"
"2012-06-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-07-01 00:00:00+00",12500,"Bebig","USD"
"2012-07-01 00:00:00+00",20000,"Best","USD"
"2012-07-01 00:00:00+00",37450,"BZ","USD"
"2012-07-01 00:00:00+00",24000,"IsoAid","USD"
"2012-07-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-07-01 00:00:00+00",1200,"Iso-Tex Diagnostics","USD"
"2012-07-01 00:00:00+00",550,"IVD Technologies","USD"
"2012-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2012-07-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2012-07-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2012-07-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-07-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-07-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2012-07-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-07-01 00:00:00+00",20000,"Theragenics","USD"
"2012-07-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-08-01 00:00:00+00",2400,"Anazao Health","USD"
"2012-08-01 00:00:00+00",45000,"Bebig","USD"
"2012-08-01 00:00:00+00",25000,"Best","USD"
"2012-08-01 00:00:00+00",14980,"BZ","USD"
"2012-08-01 00:00:00+00",30000,"IsoAid","USD"
"2012-08-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2012-08-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-08-01 00:00:00+00",1200,"Iso-Tex Diagnostics","USD"
"2012-08-01 00:00:00+00",4200,"Laboratorios Bacon S.A.","USD"
"2012-08-01 00:00:00+00",2340,"MP Biomedicals","USD"
"2012-08-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-08-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-08-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-08-01 00:00:00+00",25000,"Theragenics","USD"
"2012-08-01 00:00:00+00",0,"Toronto, University of","CAD"
"2012-08-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-08-01 00:00:00+00",550,"ViTrax","USD"
"2012-09-01 00:00:00+00",77500,"Bebig","USD"
"2012-09-01 00:00:00+00",15000,"Best","USD"
"2012-09-01 00:00:00+00",31866,"BZ","USD"
"2012-09-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2012-09-01 00:00:00+00",24000,"IsoAid","USD"
"2012-09-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-09-01 00:00:00+00",550,"IVD Technologies","USD"
"2012-09-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2012-09-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2012-09-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-09-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-09-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2012-09-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-09-01 00:00:00+00",25000,"Theragenics","USD"
"2012-09-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-10-01 00:00:00+00",102500,"Bebig","USD"
"2012-10-01 00:00:00+00",25000,"Best","USD"
"2012-10-01 00:00:00+00",14980,"BZ","USD"
"2012-10-01 00:00:00+00",30000,"IsoAid","USD"
"2012-10-01 00:00:00+00",2400,"Iso-Ray - Anazao Health","USD"
"2012-10-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-10-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-10-01 00:00:00+00",7050,"Laboratorios Bacon S.A.","USD"
"2012-10-01 00:00:00+00",0,"Psychiatry & Behavioral","CAD"
"2012-10-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-10-01 00:00:00+00",32500,"Theragenics","USD"
"2012-10-01 00:00:00+00",0,"Valliant Group","CAD"
"2012-11-01 00:00:00+00",15000,"Best","USD"
"2012-11-01 00:00:00+00",29960,"BZ","USD"
"2012-11-01 00:00:00+00",18000,"IsoAid","USD"
"2012-11-01 00:00:00+00",6587,"IsoSolutions","USD"
"2012-11-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-11-01 00:00:00+00",3450,"Laboratorios Bacon S.A.","USD"
"2012-11-01 00:00:00+00",19000,"Medi Physics Inc. dba GE Healthcare","USD"
"2012-11-01 00:00:00+00",780,"MP Biomedicals","USD"
"2012-11-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2012-11-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2012-11-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-11-01 00:00:00+00",25000,"Theragenics","USD"
"2012-11-01 00:00:00+00",550,"ViTrax","USD"
"2012-12-01 00:00:00+00",25000,"Best","USD"
"2012-12-01 00:00:00+00",14980,"BZ","USD"
"2012-12-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2012-12-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2012-12-01 00:00:00+00",24000,"IsoAid","USD"
"2012-12-01 00:00:00+00",7842,"IsoSolutions","USD"
"2012-12-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2012-12-01 00:00:00+00",3450,"Laboratorios Bacon S.A.","USD"
"2012-12-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2012-12-01 00:00:00+00",0,"National Institute of Stds & Tech","USD"
"2012-12-01 00:00:00+00",18400,"PerkinElmer","USD"
"2012-12-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2012-12-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2012-12-01 00:00:00+00",32500,"Theragenics","USD"
"2012-12-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-01-01 00:00:00+00",7800,"Bebig","USD"
"2013-01-01 00:00:00+00",20000,"Best","USD"
"2013-01-01 00:00:00+00",50550,"BZ","USD"
"2013-01-01 00:00:00+00",24000,"IsoAid","USD"
"2013-01-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-01-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-01-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-01-01 00:00:00+00",3450,"Laboratorios Bacon S.A.","USD"
"2013-01-01 00:00:00+00",19000,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-01-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2013-01-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2013-01-01 00:00:00+00",55200,"PerkinElmer","USD"
"2013-01-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2013-01-01 00:00:00+00",30000,"Theragenics","USD"
"2013-01-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-02-01 00:00:00+00",7800,"Bebig","USD"
"2013-02-01 00:00:00+00",20000,"Best","USD"
"2013-02-01 00:00:00+00",24000,"IsoAid","USD"
"2013-02-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2013-02-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-02-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-02-01 00:00:00+00",23750,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-02-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2013-02-01 00:00:00+00",28800,"PerkinElmer","USD"
"2013-02-01 00:00:00+00",42000,"Shanghai Xinke","USD"
"2013-02-01 00:00:00+00",32500,"Theragenics","USD"
"2013-03-01 00:00:00+00",7800,"Bebig","USD"
"2013-03-01 00:00:00+00",20000,"Best","USD"
"2013-03-01 00:00:00+00",33700,"BZ","USD"
"2013-03-01 00:00:00+00",24000,"IsoAid","USD"
"2013-03-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-03-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-03-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-03-01 00:00:00+00",3450,"Laboratorios Bacon S.A.","USD"
"2013-03-01 00:00:00+00",19000,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-03-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2013-03-01 00:00:00+00",28800,"PerkinElmer","USD"
"2013-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-03-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2013-03-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-03-01 00:00:00+00",20000,"Theragenics","USD"
"2013-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-03-01 00:00:00+00",550,"ViTrax","USD"
"2013-04-01 00:00:00+00",1200,"Anazao Health","USD"
"2013-04-01 00:00:00+00",7800,"Bebig","USD"
"2013-04-01 00:00:00+00",25000,"Best","USD"
"2013-04-01 00:00:00+00",16850,"BZ","USD"
"2013-04-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2013-04-01 00:00:00+00",24000,"IsoAid","USD"
"2013-04-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-04-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-04-01 00:00:00+00",3450,"Laboratorios Bacon S.A.","USD"
"2013-04-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-04-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2013-04-01 00:00:00+00",28800,"PerkinElmer","USD"
"2013-04-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-04-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-04-01 00:00:00+00",30000,"Theragenics","USD"
"2013-04-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-05-01 00:00:00+00",7800,"Bebig","USD"
"2013-05-01 00:00:00+00",25000,"Best","USD"
"2013-05-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2013-05-01 00:00:00+00",30000,"IsoAid","USD"
"2013-05-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-05-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-05-01 00:00:00+00",1200,"Iso-Tex Diagnostics","USD"
"2013-05-01 00:00:00+00",550,"IVD Technologies","USD"
"2013-05-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2013-05-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-05-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2013-05-01 00:00:00+00",2220,"MP Biomedicals","USD"
"2013-05-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2013-05-01 00:00:00+00",28800,"PerkinElmer","USD"
"2013-05-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-05-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2013-05-01 00:00:00+00",32500,"Theragenics","USD"
"2013-05-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-05-01 00:00:00+00",550,"ViTrax","USD"
"2013-06-01 00:00:00+00",7800,"Bebig","USD"
"2013-06-01 00:00:00+00",15000,"Best","USD"
"2013-06-01 00:00:00+00",50250,"BZ","USD"
"2013-06-01 00:00:00+00",18000,"IsoAid","USD"
"2013-06-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-06-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2013-06-01 00:00:00+00",6861,"IsoSolutions","USD"
"2013-06-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2013-06-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-06-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2013-06-01 00:00:00+00",720,"MP Biomedicals","USD"
"2013-06-01 00:00:00+00",28800,"PerkinElmer","USD"
"2013-06-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-06-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-06-01 00:00:00+00",32500,"Theragenics","USD"
"2013-06-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-07-01 00:00:00+00",7800,"Bebig","USD"
"2013-07-01 00:00:00+00",25000,"Best","USD"
"2013-07-01 00:00:00+00",20100,"BZ","USD"
"2013-07-01 00:00:00+00",24000,"IsoAid","USD"
"2013-07-01 00:00:00+00",2400,"IsoRay Medical","USD"
"2013-07-01 00:00:00+00",6587,"IsoSolutions","USD"
"2013-07-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-07-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2013-07-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-07-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2013-07-01 00:00:00+00",2160,"MP Biomedicals","USD"
"2013-07-01 00:00:00+00",40800,"PerkinElmer","USD"
"2013-07-01 00:00:00+00",48000,"Shanghai Xinke","USD"
"2013-07-01 00:00:00+00",40000,"Theragenics","USD"
"2013-07-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-07-01 00:00:00+00",550,"ViTrax","USD"
"2013-08-01 00:00:00+00",7800,"Bebig","USD"
"2013-08-01 00:00:00+00",20000,"Best","USD"
"2013-08-01 00:00:00+00",50250,"BZ","USD"
"2013-08-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2013-08-01 00:00:00+00",24000,"IsoAid","USD"
"2013-08-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-08-01 00:00:00+00",6861,"IsoSolutions","USD"
"2013-08-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-08-01 00:00:00+00",550,"IVD Technologies","USD"
"2013-08-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2013-08-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-08-01 00:00:00+00",0,"MNR - Isotope Development","CAD"
"2013-08-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2013-08-01 00:00:00+00",26400,"PerkinElmer","USD"
"2013-08-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-08-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-08-01 00:00:00+00",27500,"Theragenics","USD"
"2013-08-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-09-01 00:00:00+00",7800,"Bebig","USD"
"2013-09-01 00:00:00+00",25000,"Best","USD"
"2013-09-01 00:00:00+00",20100,"BZ","USD"
"2013-09-01 00:00:00+00",18000,"IsoAid","USD"
"2013-09-01 00:00:00+00",2400,"Iso-Ray - Anazao Health","USD"
"2013-09-01 00:00:00+00",6861,"IsoSolutions","USD"
"2013-09-01 00:00:00+00",840,"Iso-Tex Diagnostics","USD"
"2013-09-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2013-09-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-09-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2013-09-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2013-09-01 00:00:00+00",26400,"PerkinElmer","USD"
"2013-09-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-09-01 00:00:00+00",30000,"Theragenics","USD"
"2013-09-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-09-01 00:00:00+00",550,"ViTrax","USD"
"2013-10-01 00:00:00+00",1200,"Anazao Health","USD"
"2013-10-01 00:00:00+00",7800,"Bebig","USD"
"2013-10-01 00:00:00+00",20000,"Best","USD"
"2013-10-01 00:00:00+00",40200,"BZ","USD"
"2013-10-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2013-10-01 00:00:00+00",30000,"IsoAid","USD"
"2013-10-01 00:00:00+00",2400,"Iso-Ray - Anazao Health","USD"
"2013-10-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-10-01 00:00:00+00",6000,"Laboratorios Bacon S.A.","USD"
"2013-10-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-10-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2013-10-01 00:00:00+00",26400,"PerkinElmer","USD"
"2013-10-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2013-10-01 00:00:00+00",48000,"Shanghai Xinke","USD"
"2013-10-01 00:00:00+00",30000,"Theragenics","USD"
"2013-10-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-11-01 00:00:00+00",7800,"Bebig","USD"
"2013-11-01 00:00:00+00",20000,"Best","USD"
"2013-11-01 00:00:00+00",46230,"BZ","USD"
"2013-11-01 00:00:00+00",24000,"IsoAid","USD"
"2013-11-01 00:00:00+00",6861,"IsoSolutions","USD"
"2013-11-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-11-01 00:00:00+00",550,"IVD Technologies","USD"
"2013-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2013-11-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-11-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2013-11-01 00:00:00+00",0,"National Institute of Stds & Tech","USD"
"2013-11-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2013-11-01 00:00:00+00",26400,"PerkinElmer","USD"
"2013-11-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2013-11-01 00:00:00+00",36250,"Theragenics","USD"
"2013-11-01 00:00:00+00",0,"Valliant Group","CAD"
"2013-12-01 00:00:00+00",7800,"Bebig","USD"
"2013-12-01 00:00:00+00",25000,"Best","USD"
"2013-12-01 00:00:00+00",40200,"BZ","USD"
"2013-12-01 00:00:00+00",18000,"IsoAid","USD"
"2013-12-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2013-12-01 00:00:00+00",6861,"IsoSolutions","USD"
"2013-12-01 00:00:00+00",0,"IsoSolutions - Jaco","USD"
"2013-12-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2013-12-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2013-12-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2013-12-01 00:00:00+00",37200,"PerkinElmer","USD"
"2013-12-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2013-12-01 00:00:00+00",25000,"Theragenics","USD"
"2014-01-01 00:00:00+00",1200,"Anazao Health","USD"
"2014-01-01 00:00:00+00",7800,"Bebig","USD"
"2014-01-01 00:00:00+00",20000,"Best","USD"
"2014-01-01 00:00:00+00",20100,"BZ","USD"
"2014-01-01 00:00:00+00",700,"Cisbio","USD"
"2014-01-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2014-01-01 00:00:00+00",30000,"IsoAid","USD"
"2014-01-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-01-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-01-01 00:00:00+00",550,"IVD Technologies","USD"
"2014-01-01 00:00:00+00",4800,"Laboratorios Bacon S.A.","USD"
"2014-01-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-01-01 00:00:00+00",720,"MP Biomedicals","USD"
"2014-01-01 00:00:00+00",58800,"PerkinElmer","USD"
"2014-01-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-01-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2014-01-01 00:00:00+00",22500,"Theragenics","USD"
"2014-01-01 00:00:00+00",0,"Valliant Group","CAD"
"2014-01-01 00:00:00+00",550,"ViTrax","USD"
"2014-02-01 00:00:00+00",7800,"Bebig","USD"
"2014-02-01 00:00:00+00",20000,"Best","USD"
"2014-02-01 00:00:00+00",24000,"IsoAid","USD"
"2014-02-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2014-02-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-02-01 00:00:00+00",8400,"IsoSolutions - Jaco","USD"
"2014-02-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-02-01 00:00:00+00",2400,"Laboratorios Bacon S.A.","USD"
"2014-02-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-02-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2014-02-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-02-01 00:00:00+00",20800,"PerkinElmer","USD"
"2014-02-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-02-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-02-01 00:00:00+00",33750,"Theragenics","USD"
"2014-02-01 00:00:00+00",0,"Valliant Group","CAD"
"2014-03-01 00:00:00+00",1200,"Anazao Health","USD"
"2014-03-01 00:00:00+00",7800,"Bebig","USD"
"2014-03-01 00:00:00+00",25000,"Best","USD"
"2014-03-01 00:00:00+00",54270,"BZ","USD"
"2014-03-01 00:00:00+00",18000,"IsoAid","USD"
"2014-03-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-03-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-03-01 00:00:00+00",550,"IVD Technologies","USD"
"2014-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-03-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-03-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2014-03-01 00:00:00+00",28800,"PerkinElmer","USD"
"2014-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-03-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2014-03-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-03-01 00:00:00+00",32500,"Theragenics","USD"
