"inv_date","total","cus_name","currency"
"2016-04-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-04-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-04-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2016-04-01 00:00:00+00",50000,"Theragenics","USD"
"2016-04-01 00:00:00+00",550,"ViTrax","USD"
"2016-05-01 00:00:00+00",50,"AtomVie","CAD"
"2016-05-01 00:00:00+00",8000,"Bebig","USD"
"2016-05-01 00:00:00+00",22500,"Best","USD"
"2016-05-01 00:00:00+00",72360,"BZ","USD"
"2016-05-01 00:00:00+00",750,"Cellectar Biosciences Inc","USD"
"2016-05-01 00:00:00+00",750,"Cisbio","USD"
"2016-05-01 00:00:00+00",750,"Immunotech","USD"
"2016-05-01 00:00:00+00",19200,"IsoAid","USD"
"2016-05-01 00:00:00+00",11614,"IsoSolutions - Jaco","USD"
"2016-05-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2016-05-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-05-01 00:00:00+00",44000,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-05-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2016-05-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-05-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2016-05-01 00:00:00+00",62500,"Theragenics","USD"
"2016-06-01 00:00:00+00",150,"AtomVie","CAD"
"2016-06-01 00:00:00+00",8000,"Bebig","USD"
"2016-06-01 00:00:00+00",15000,"Best","USD"
"2016-06-01 00:00:00+00",112560,"BZ","USD"
"2016-06-01 00:00:00+00",750,"Cellectar Biosciences Inc","USD"
"2016-06-01 00:00:00+00",750,"Cisbio","USD"
"2016-06-01 00:00:00+00",750,"Immunotech","USD"
"2016-06-01 00:00:00+00",24000,"IsoAid","USD"
"2016-06-01 00:00:00+00",11614,"IsoSolutions - Jaco","USD"
"2016-06-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2016-06-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-06-01 00:00:00+00",55000,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-06-01 00:00:00+00",600,"MP Biomedicals","USD"
"2016-06-01 00:00:00+00",0,"National Research Council of Canada","CAD"
"2016-06-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-06-01 00:00:00+00",24500,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2016-06-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2016-06-01 00:00:00+00",50000,"Theragenics","USD"
"2016-06-01 00:00:00+00",0,"Valliant Group","CAD"
"2016-07-01 00:00:00+00",8000,"Bebig","USD"
"2016-07-01 00:00:00+00",20000,"Best","USD"
"2016-07-01 00:00:00+00",72360,"BZ","USD"
"2016-07-01 00:00:00+00",750,"Cisbio","USD"
"2016-07-01 00:00:00+00",19200,"IsoAid","USD"
"2016-07-01 00:00:00+00",11614,"IsoSolutions - Jaco","USD"
"2016-07-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2016-07-01 00:00:00+00",2400,"Iso-Tex Diagnostics","USD"
"2016-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-07-01 00:00:00+00",44000,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-07-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-07-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-07-01 00:00:00+00",550,"Reflex Industries, Inc","USD"
"2016-07-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2016-07-01 00:00:00+00",62500,"Theragenics","USD"
"2016-07-01 00:00:00+00",550,"ViTrax","USD"
"2016-08-01 00:00:00+00",8000,"Bebig","USD"
"2016-08-01 00:00:00+00",15000,"Best","USD"
"2016-08-01 00:00:00+00",76380,"BZ","USD"
"2016-08-01 00:00:00+00",1500,"Cisbio","USD"
"2016-08-01 00:00:00+00",24000,"IsoAid","USD"
"2016-08-01 00:00:00+00",11614,"IsoSolutions - Jaco","USD"
"2016-08-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-08-01 00:00:00+00",29400,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-08-01 00:00:00+00",600,"MP Biomedicals","USD"
"2016-08-01 00:00:00+00",47200,"Shanghai Xinke","USD"
"2016-08-01 00:00:00+00",1508,"SolidPhase","USD"
"2016-08-01 00:00:00+00",50000,"Theragenics","USD"
"2016-09-01 00:00:00+00",100,"AtomVie","CAD"
"2016-09-01 00:00:00+00",6750,"Bard","USD"
"2016-09-01 00:00:00+00",16000,"Bebig","USD"
"2016-09-01 00:00:00+00",15000,"Best","USD"
"2016-09-01 00:00:00+00",40200,"BZ","USD"
"2016-09-01 00:00:00+00",19200,"IsoAid","USD"
"2016-09-01 00:00:00+00",0,"Iso-Solutions","USD"
"2016-09-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2016-09-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-09-01 00:00:00+00",52800,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-09-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2016-09-01 00:00:00+00",600,"MP Biomedicals","USD"
"2016-09-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-09-01 00:00:00+00",0,"SesmaAb","USD"
"2016-09-01 00:00:00+00",18375,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2016-09-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2016-09-01 00:00:00+00",75000,"Theragenics","USD"
"2016-09-01 00:00:00+00",0,"Valliant Group","CAD"
"2016-10-01 00:00:00+00",29988,"Bard","USD"
"2016-10-01 00:00:00+00",46000,"Bebig","USD"
"2016-10-01 00:00:00+00",17500,"Best","USD"
"2016-10-01 00:00:00+00",32160,"BZ","USD"
"2016-10-01 00:00:00+00",1500,"Cisbio","USD"
"2016-10-01 00:00:00+00",19200,"IsoAid","USD"
"2016-10-01 00:00:00+00",0,"IsoSolutions","USD"
"2016-10-01 00:00:00+00",5807,"IsoSolutions - Jaco","USD"
"2016-10-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-10-01 00:00:00+00",33600,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-10-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-10-01 00:00:00+00",15625,"PerkinElmer","USD"
"2016-10-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2016-10-01 00:00:00+00",553,"SolidPhase","USD"
"2016-10-01 00:00:00+00",101250,"Theragenics","USD"
"2016-11-01 00:00:00+00",49000,"Bard","USD"
"2016-11-01 00:00:00+00",32800,"Bebig","USD"
"2016-11-01 00:00:00+00",15000,"Best","USD"
"2016-11-01 00:00:00+00",64320,"BZ","USD"
"2016-11-01 00:00:00+00",750,"Cisbio","USD"
"2016-11-01 00:00:00+00",24300,"HTA","USD"
"2016-11-01 00:00:00+00",38400,"IsoAid","USD"
"2016-11-01 00:00:00+00",17421,"IsoSolutions - Jaco","USD"
"2016-11-01 00:00:00+00",17450,"IsoSolutions - Seeds Medical","USD"
"2016-11-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-11-01 00:00:00+00",33600,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-11-01 00:00:00+00",600,"MP Biomedicals","USD"
"2016-11-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2016-11-01 00:00:00+00",5000,"PerkinElmer","USD"
"2016-11-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-11-01 00:00:00+00",59000,"Shanghai Xinke","USD"
"2016-11-01 00:00:00+00",955,"SolidPhase","USD"
"2016-11-01 00:00:00+00",90000,"Theragenics","USD"
"2016-11-01 00:00:00+00",1500,"U of Southern California","USD"
"2016-11-01 00:00:00+00",550,"ViTrax","USD"
"2016-12-01 00:00:00+00",50,"AtomVie","CAD"
"2016-12-01 00:00:00+00",37500,"Bard","USD"
"2016-12-01 00:00:00+00",12800,"Bebig","USD"
"2016-12-01 00:00:00+00",15000,"Best","USD"
"2016-12-01 00:00:00+00",76380,"BZ","USD"
"2016-12-01 00:00:00+00",1500,"Cisbio","USD"
"2016-12-01 00:00:00+00",12150,"HTA","USD"
"2016-12-01 00:00:00+00",1080,"Immunotech","USD"
"2016-12-01 00:00:00+00",26250,"IsoAid","USD"
"2016-12-01 00:00:00+00",2300,"IsoSolutions - Chengdu","USD"
"2016-12-01 00:00:00+00",5807,"IsoSolutions - Jaco","USD"
"2016-12-01 00:00:00+00",17450,"IsoSolutions - Seeds Medical","USD"
"2016-12-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-12-01 00:00:00+00",16800,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-12-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-12-01 00:00:00+00",1800,"SesmaAb","USD"
"2016-12-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2016-12-01 00:00:00+00",70000,"Theragenics","USD"
"2016-12-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-01-01 00:00:00+00",1350,"American Radiolabeled Chemicals","USD"
"2017-01-01 00:00:00+00",350,"AtomVie","CAD"
"2017-01-01 00:00:00+00",30000,"Bard","USD"
"2017-01-01 00:00:00+00",8000,"Bebig","USD"
"2017-01-01 00:00:00+00",17500,"Best","USD"
"2017-01-01 00:00:00+00",58590,"BZ","USD"
"2017-01-01 00:00:00+00",1550,"Cisbio","USD"
"2017-01-01 00:00:00+00",12150,"HTA","USD"
"2017-01-01 00:00:00+00",2160,"Immunotech","USD"
"2017-01-01 00:00:00+00",35000,"IsoAid","USD"
"2017-01-01 00:00:00+00",5750,"IsoSolutions - Chengdu","USD"
"2017-01-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2017-01-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-01-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2017-01-01 00:00:00+00",0,"National Institute of Stds & Tech","USD"
"2017-01-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2017-01-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-01-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-01-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2017-01-01 00:00:00+00",1507,"SolidPhase","USD"
"2017-01-01 00:00:00+00",85000,"Theragenics","USD"
"2017-02-01 00:00:00+00",100,"AtomVie","CAD"
"2017-02-01 00:00:00+00",43725,"Bard","USD"
"2017-02-01 00:00:00+00",30000,"Bebig","USD"
"2017-02-01 00:00:00+00",15000,"Best","USD"
"2017-02-01 00:00:00+00",69440,"BZ","USD"
"2017-02-01 00:00:00+00",1600,"Cisbio","USD"
"2017-02-01 00:00:00+00",900,"Euro Diagnostica AB","USD"
"2017-02-01 00:00:00+00",0,"HTA","USD"
"2017-02-01 00:00:00+00",4380,"Immunotech","USD"
"2017-02-01 00:00:00+00",43750,"IsoAid","USD"
"2017-02-01 00:00:00+00",6900,"IsoSolutions - Chengdu","USD"
"2017-02-01 00:00:00+00",0,"IsoSolutions - Jaco","USD"
"2017-02-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical","USD"
"2017-02-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-02-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-02-01 00:00:00+00",1560,"MP Biomedicals","USD"
"2017-02-01 00:00:00+00",3600,"Novo Nordisk A/S","USD"
"2017-02-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2017-02-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-02-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-02-01 00:00:00+00",35900,"Shanghai Xinke","USD"
"2017-02-01 00:00:00+00",1507,"SolidPhase","USD"
"2017-02-01 00:00:00+00",70000,"Theragenics","USD"
"2017-02-01 00:00:00+00",900,"U of Georgetown","USD"
"2017-02-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-02-01 00:00:00+00",550,"ViTrax","USD"
"2017-03-01 00:00:00+00",1350,"American Radiolabeled Chemicals","USD"
"2017-03-01 00:00:00+00",150,"AtomVie","CAD"
"2017-03-01 00:00:00+00",63500,"Bard","USD"
"2017-03-01 00:00:00+00",27500,"Bebig","USD"
"2017-03-01 00:00:00+00",15000,"Best","USD"
"2017-03-01 00:00:00+00",69440,"BZ","USD"
"2017-03-01 00:00:00+00",800,"Cisbio","USD"
"2017-03-01 00:00:00+00",500,"DIAsource Immunoassays","USD"
"2017-03-01 00:00:00+00",900,"Euro Diagnostica AB","USD"
"2017-03-01 00:00:00+00",36450,"HTA","USD"
"2017-03-01 00:00:00+00",37500,"IsoAid","USD"
"2017-03-01 00:00:00+00",11500,"IsoSolutions - Chengdu","USD"
"2017-03-01 00:00:00+00",23228,"IsoSolutions - Jaco","USD"
"2017-03-01 00:00:00+00",23268,"IsoSolutions - Seeds Medical","USD"
"2017-03-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-03-01 00:00:00+00",900,"IVD Technologies","USD"
"2017-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-03-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-03-01 00:00:00+00",910,"MP Biomedicals","USD"
"2017-03-01 00:00:00+00",1800,"Novo Nordisk A/S","USD"
"2017-03-01 00:00:00+00",2700,"PerkinElmer","USD"
"2017-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-03-01 00:00:00+00",1800,"RSR Ltd","USD"
"2017-03-01 00:00:00+00",900,"Sanofi-Aventis Deutschland GmbH","USD"
"2017-03-01 00:00:00+00",41300,"Shanghai Xinke","USD"
"2017-03-01 00:00:00+00",95000,"Theragenics","USD"
"2017-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-04-01 00:00:00+00",26000,"Bard","USD"
"2017-04-01 00:00:00+00",10000,"Bebig","USD"
"2017-04-01 00:00:00+00",15000,"Best","USD"
"2017-04-01 00:00:00+00",82460,"BZ","USD"
"2017-04-01 00:00:00+00",1600,"Cisbio","USD"
"2017-04-01 00:00:00+00",24300,"HTA","USD"
"2017-04-01 00:00:00+00",4380,"Immunotech","USD"
"2017-04-01 00:00:00+00",43750,"IsoAid","USD"
"2017-04-01 00:00:00+00",18750,"IsoSolutions - Chengdu","USD"
"2017-04-01 00:00:00+00",12356,"IsoSolutions - Jaco","USD"
"2017-04-01 00:00:00+00",25292,"IsoSolutions - Seeds Medical","USD"
"2017-04-01 00:00:00+00",1300,"Iso-Tex Diagnostics","USD"
"2017-04-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd","USD"
"2017-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-04-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-04-01 00:00:00+00",910,"MP Biomedicals","USD"
"2017-04-01 00:00:00+00",1800,"RSR Ltd","USD"
"2017-04-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-04-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2017-04-01 00:00:00+00",1300,"SolidPhase","USD"
"2017-04-01 00:00:00+00",90000,"Theragenics","USD"
"2017-04-01 00:00:00+00",900,"University of Utah","USD"
"2017-04-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-04-01 00:00:00+00",550,"ViTrax","USD"
"2017-05-01 00:00:00+00",900,"American Radiolabeled Chemicals","USD"
"2017-05-01 00:00:00+00",50,"AtomVie","CAD"
"2017-05-01 00:00:00+00",26000,"Bard","USD"
"2017-05-01 00:00:00+00",25000,"Best","USD"
"2017-05-01 00:00:00+00",86800,"BZ","USD"
"2017-05-01 00:00:00+00",800,"Cisbio","USD"
"2017-05-01 00:00:00+00",24300,"HTA","USD"
"2017-05-01 00:00:00+00",8945,"Immunotech","USD"
"2017-05-01 00:00:00+00",35000,"IsoAid","USD"
"2017-05-01 00:00:00+00",7500,"IsoSolutions - Chengdu","USD"
"2017-05-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-05-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-05-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2017-05-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-05-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-05-01 00:00:00+00",47200,"Shanghai Xinke","USD"
"2017-05-01 00:00:00+00",90000,"Theragenics","USD"
"2017-05-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-06-01 00:00:00+00",39000,"Bard","USD"
"2017-06-01 00:00:00+00",28600,"Bebig","USD"
"2017-06-01 00:00:00+00",30000,"Best","USD"
"2017-06-01 00:00:00+00",0,"Brachytherapy Services","USD"
"2017-06-01 00:00:00+00",130200,"BZ","USD"
"2017-06-01 00:00:00+00",1600,"Cisbio","USD"
"2017-06-01 00:00:00+00",24300,"HTA","USD"
"2017-06-01 00:00:00+00",1700,"Immunotech","USD"
"2017-06-01 00:00:00+00",43750,"IsoAid","USD"
"2017-06-01 00:00:00+00",6000,"IsoSolutions - Chengdu","USD"
"2017-06-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-06-01 00:00:00+00",1800,"Mayo Clinic","USD"
"2017-06-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2017-06-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-06-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-06-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-06-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2017-06-01 00:00:00+00",1300,"SolidPhase","USD"
"2017-06-01 00:00:00+00",112500,"Theragenics","USD"
"2017-06-01 00:00:00+00",900,"U of Georgetown","USD"
"2017-06-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-07-01 00:00:00+00",900,"American Radiolabeled Chemicals","USD"
"2017-07-01 00:00:00+00",13000,"Bard","USD"
"2017-07-01 00:00:00+00",28600,"Bebig","USD"
"2017-07-01 00:00:00+00",25000,"Best","USD"
"2017-07-01 00:00:00+00",86800,"BZ","USD"
"2017-07-01 00:00:00+00",1600,"Cisbio","USD"
"2017-07-01 00:00:00+00",24300,"HTA","USD"
"2017-07-01 00:00:00+00",1700,"Immunotech","USD"
"2017-07-01 00:00:00+00",35000,"IsoAid","USD"
"2017-07-01 00:00:00+00",7200,"IsoSolutions - Chengdu","USD"
"2017-07-01 00:00:00+00",5930,"IsoSolutions - Jaco","USD"
"2017-07-01 00:00:00+00",6070,"IsoSolutions - Seeds Medical","USD"
"2017-07-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-07-01 00:00:00+00",910,"MP Biomedicals","USD"
"2017-07-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2017-07-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-07-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-07-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-07-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2017-07-01 00:00:00+00",90000,"Theragenics","USD"
"2017-07-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-08-01 00:00:00+00",28600,"Bebig","USD"
"2017-08-01 00:00:00+00",25000,"Best","USD"
"2017-08-01 00:00:00+00",86800,"BZ","USD"
"2017-08-01 00:00:00+00",800,"Cisbio","USD"
"2017-08-01 00:00:00+00",36450,"HTA","USD"
"2017-08-01 00:00:00+00",1700,"Immunotech","USD"
"2017-08-01 00:00:00+00",26250,"IsoAid","USD"
"2017-08-01 00:00:00+00",7200,"IsoSolutions - Chengdu","USD"
"2017-08-01 00:00:00+00",5930,"IsoSolutions - Jaco","USD"
"2017-08-01 00:00:00+00",19523,"IsoSolutions - MoSen","USD"
"2017-08-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-08-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-08-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2017-08-01 00:00:00+00",1300,"MP Biomedicals","USD"
"2017-08-01 00:00:00+00",800,"Ottawa Heart Institute Research Corp","CAD"
"2017-08-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-08-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-08-01 00:00:00+00",47200,"Shanghai Xinke","USD"
"2017-08-01 00:00:00+00",1300,"SolidPhase","USD"
"2017-08-01 00:00:00+00",82500,"Theragenics","USD"
"2017-08-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-09-01 00:00:00+00",900,"American Radiolabeled Chemicals","USD"
"2017-09-01 00:00:00+00",39000,"Bard","USD"
"2017-09-01 00:00:00+00",26400,"Bebig","USD"
"2017-09-01 00:00:00+00",25000,"Best","USD"
"2017-09-01 00:00:00+00",127100,"BZ","USD"
"2017-09-01 00:00:00+00",1600,"Cisbio","USD"
"2017-09-01 00:00:00+00",36450,"HTA","USD"
"2017-09-01 00:00:00+00",850,"Immunotech","USD"
"2017-09-01 00:00:00+00",35000,"IsoAid","USD"
"2017-09-01 00:00:00+00",5930,"IsoSolutions - Jaco","USD"
"2017-09-01 00:00:00+00",21349,"IsoSolutions - MoSen","USD"
"2017-09-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-09-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd","USD"
"2017-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-09-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-09-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2017-09-01 00:00:00+00",800,"Ottawa Heart Institute Research Corp","CAD"
"2017-09-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-09-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-09-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-09-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2017-09-01 00:00:00+00",1300,"SolidPhase","USD"
"2017-09-01 00:00:00+00",112500,"Theragenics","USD"
"2017-09-01 00:00:00+00",550,"ViTrax","USD"
"2017-10-01 00:00:00+00",13000,"Bard","USD"
"2017-10-01 00:00:00+00",26400,"Bebig","USD"
"2017-10-01 00:00:00+00",32500,"Best","USD"
"2017-10-01 00:00:00+00",40300,"BZ","USD"
"2017-10-01 00:00:00+00",800,"Cisbio","USD"
"2017-10-01 00:00:00+00",36750,"HTA","USD"
"2017-10-01 00:00:00+00",850,"Immunotech","USD"
"2017-10-01 00:00:00+00",35000,"IsoAid","USD"
"2017-10-01 00:00:00+00",6000,"IsoSolutions - Chengdu","USD"
"2017-10-01 00:00:00+00",20281,"IsoSolutions - MoSen","USD"
"2017-10-01 00:00:00+00",12139,"IsoSolutions - Seeds Medical","USD"
"2017-10-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-10-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-10-01 00:00:00+00",910,"MP Biomedicals","USD"
"2017-10-01 00:00:00+00",16200,"PerkinElmer","USD"
"2017-10-01 00:00:00+00",600,"Reflex Industries, Inc","USD"
"2017-10-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-10-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2017-10-01 00:00:00+00",89988,"Theragenics","USD"
"2017-10-01 00:00:00+00",0,"Valliant Group","CAD"
"2017-11-01 00:00:00+00",900,"American Radiolabeled Chemicals","USD"
"2017-11-01 00:00:00+00",26000,"Bard","USD"
"2017-11-01 00:00:00+00",24200,"Bebig","USD"
"2017-11-01 00:00:00+00",25000,"Best","USD"
"2017-11-01 00:00:00+00",120900,"BZ","USD"
"2017-11-01 00:00:00+00",1600,"Cisbio","USD"
"2017-11-01 00:00:00+00",36750,"HTA","USD"
"2017-11-01 00:00:00+00",1700,"Immunotech","USD"
"2017-11-01 00:00:00+00",35000,"IsoAid","USD"
"2017-11-01 00:00:00+00",13200,"IsoSolutions - Chengdu","USD"
"2017-11-01 00:00:00+00",27281,"IsoSolutions - MoSen","USD"
"2017-11-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-11-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-11-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2017-11-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-11-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2017-11-01 00:00:00+00",59000,"Shanghai Xinke","USD"
"2017-11-01 00:00:00+00",1300,"SolidPhase","USD"
"2017-11-01 00:00:00+00",86238,"Theragenics","USD"
"2017-11-01 00:00:00+00",900,"U of Georgetown","USD"
"2017-12-01 00:00:00+00",13000,"Bard","USD"
"2017-12-01 00:00:00+00",30000,"Best","USD"
"2017-12-01 00:00:00+00",100750,"BZ","USD"
"2017-12-01 00:00:00+00",800,"Cisbio","USD"
"2017-12-01 00:00:00+00",36750,"HTA","USD"
"2017-12-01 00:00:00+00",850,"Immunotech","USD"
"2017-12-01 00:00:00+00",35000,"IsoAid","USD"
"2017-12-01 00:00:00+00",29771,"IsoSolutions - MoSen","USD"
"2017-12-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2017-12-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2017-12-01 00:00:00+00",900,"Mayo Clinic","USD"
"2017-12-01 00:00:00+00",910,"MP Biomedicals","USD"
"2017-12-01 00:00:00+00",10800,"PerkinElmer","USD"
"2017-12-01 00:00:00+00",1800,"SesmaAb","USD"
"2017-12-01 00:00:00+00",23600,"Shanghai Xinke","USD"
"2017-12-01 00:00:00+00",97500,"Theragenics","USD"
"2018-01-01 00:00:00+00",900,"American Radiolabeled Chemicals","USD"
"2018-01-01 00:00:00+00",25000,"Best","USD"
"2018-01-01 00:00:00+00",83600,"BZ","USD"
"2018-01-01 00:00:00+00",2425,"Cisbio","USD"
"2018-01-01 00:00:00+00",24500,"HTA","USD"
"2018-01-01 00:00:00+00",850,"Immunotech","USD"
"2018-01-01 00:00:00+00",35000,"IsoAid","USD"
"2018-01-01 00:00:00+00",7200,"IsoSolutions - Chengdu","USD"
"2018-01-01 00:00:00+00",10675,"IsoSolutions - MoSen","USD"
"2018-01-01 00:00:00+00",650,"Iso-Tex Diagnostics","USD"
"2018-01-01 00:00:00+00",900,"Mayo Clinic","USD"
"2018-01-01 00:00:00+00",1820,"MP Biomedicals","USD"
"2018-01-01 00:00:00+00",10800,"PerkinElmer","USD"
"2018-01-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2018-01-01 00:00:00+00",1800,"SesmaAb","USD"
"2018-01-01 00:00:00+00",35400,"Shanghai Xinke","USD"
"2018-01-01 00:00:00+00",1300,"SolidPhase","USD"
"2018-01-01 00:00:00+00",75000,"Theragenics","USD"
"2018-01-01 00:00:00+00",0,"Valliant Group","CAD"
"2018-01-01 00:00:00+00",550,"ViTrax","USD"
"2018-02-01 00:00:00+00",100,"AtomVie","CAD"
"2018-02-01 00:00:00+00",25000,"Bard","USD"
"2018-02-01 00:00:00+00",30800,"Bebig","USD"
"2018-02-01 00:00:00+00",25000,"Best","USD"
